CN Code;Description;Conventional rate of duty (%);Supplementary unit;Conventional Rate of duty (%);Note;CAS RN;Name;Chapter;Section;Section Name;Chapter Name
9504 90 80;– – Other;Free;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9505;Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9505 10;– Articles for Christmas festivities:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9505 10 10;– – Of glass;Free;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9505 10 90;– – Of other materials;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9505 90 00;– Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506;"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools:";;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 11;– – Skis:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 11 10;– – – Cross-country skis;37;pa;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 11 21;– – – – Monoskis and snowboards;37;p/st;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 11 29;– – – – Other;37;pa;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 11 80;– – – Other skis;37;pa;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 12 00;– – Ski-fastenings (ski-bindings);37;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 19 00;– – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 21 00;– – Sailboards;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 29 00;– – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 31 00;– – Clubs, complete;27;p/st;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 32 00;– – Balls;27;p/st;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 39;– – Other:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 39 10;– – – Parts of golf clubs;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 39 90;– – – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 40 00;– Articles and equipment for table tennis;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 51 00;– – Lawn-tennis rackets, whether or not strung;47;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 59 00;– – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 61 00;– – Lawn-tennis balls;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 62 00;– – Inflatable;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 69;– – Other:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 69 10;– – – Cricket and polo balls;Free;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 69 90;– – – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 70;– Ice skates and roller skates, including skating boots with skates attached:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 70 10;– – Ice skates;Free;pa;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 70 30;– – Roller skates;27;pa;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 70 90;– – Parts and accessories;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 91;– – Articles and equipment for general physical exercise, gymnastics or athletics:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 91 10;– – – Exercising apparatus with adjustable resistance mechanisms;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 91 90;– – – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 99;– – Other:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 99 10;– – – Cricket and polo equipment, other than balls;Free;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9506 99 90;– – – Other;27;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507;"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy ‘birds’ (other than those of heading 9208 or 9705 ) and similar hunting or shooting requisites:";;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 10 00;– Fishing rods;37;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 20;– Fish-hooks, whether or not snelled:;;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 20 10;– – Fish-hooks, not snelled;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 20 90;– – Other;37;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 30 00;– Fishing reels;37;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9507 90 00;– Other;37;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508;"Travelling circuses and travelling menageries; amusement park rides and water park amusements; fairground amusements, including shooting galleries; travelling theatres:";;;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 10 00;– Travelling circuses and travelling menageries;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 21 00;– – Roller coasters;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 22 00;– – Carousels, swings and roundabouts;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 23 00;– – Dodge’em cars;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 24 00;– – Motion simulators and moving theatres;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 25 00;– – Water rides;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 26 00;– – Water park amusements;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 29 00;– – Other;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 30 00;– Fairground amusements;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
9508 40 00;– Travelling theatres;17;—;;;;;95;XX;MISCELLANEOUS MANUFACTURED ARTICLES;"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF"
1;2;3;4;;;;;1;I;"LIVE ANIMALS; ANIMAL PRODUCTS";LIVE ANIMALS
9601;Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving material, and articles of these materials (including articles obtained by moulding):;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9601 10 00;– Worked ivory and articles of ivory;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9601 90 00;– Other;Free;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9602 00 00;"Worked vegetable or mineral carving material and articles of these materials; moulded or carved articles of wax, of stearin, of natural gums or natural resins or of modelling pastes, and other moulded or carved articles, not elsewhere specified or included; worked, unhardened gelatin (except gelatin of heading 3503 ) and articles of unhardened gelatin";22;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603;"Brooms, brushes (including brushes constituting parts of machines, appliances or vehicles), hand-operated mechanical floor sweepers, not motorised, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers; squeegees (other than roller squeegees):";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 10 00;– Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or without handles;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 21 00;– – Toothbrushes, including dental-plate brushes;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 29;– – Other:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 29 30;– – – Hair brushes;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 29 80;– – – Other;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 30;– Artists' brushes, writing brushes and similar brushes for the application of cosmetics:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 30 10;– – Artists' and writing brushes;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 30 90;– – Brushes for the application of cosmetics;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 40;"– Paint, distemper, varnish or similar brushes (other than brushes of subheading 9603 30 ); paint pads and rollers:";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 40 10;– – Paint, distemper, varnish or similar brushes;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 40 90;– – Paint pads and rollers;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 50 00;– Other brushes constituting parts of machines, appliances or vehicles;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 90;– Other:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 90 10;– – Hand-operated mechanical floor sweepers, not motorised;27;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 90 91;"– – – Road-sweeping brushes; household type brooms and brushes, including shoe brushes and clothes brushes; brushes for grooming animals";37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9603 90 99;– – – Other;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9604 00 00;Hand sieves and hand riddles;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9605 00 00;Travel sets for personal toilet, sewing or shoe or clothes cleaning;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606;"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of these articles; button blanks:";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606 10 00;– Press-fasteners, snap-fasteners and press studs and parts therefor;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606 21 00;– – Of plastics, not covered with textile material;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606 22 00;– – Of base metal, not covered with textile material;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606 29 00;– – Other;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9606 30 00;"– Button moulds and other parts of buttons; button blanks";27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607;Slide fasteners and parts thereof:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607 11 00;– – Fitted with chain scoops of base metal;67;m;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607 19 00;– – Other;77;m;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607 20;– Parts:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607 20 10;– – Of base metal, including narrow strips mounted with chain scoops of base metal;67;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9607 20 90;– – Other;77;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608;"Ballpoint pens; felt-tipped and other porous-tipped pens and markers; fountain pens, stylograph pens and other pens; duplicating stylos; propelling or sliding pencils; pen-holders, pencil-holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609 :";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 10;– Ballpoint pens:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 10 10;– – With liquid ink (rolling ball pens);37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 10 92;– – – With replaceable refill;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 10 99;– – – Other;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 20 00;– Felt-tipped and other porous-tipped pens and markers;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 30 00;– Fountain pens, stylograph pens and other pens;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 40 00;– Propelling or sliding pencils;37;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 50 00;– Sets of articles from two or more of the foregoing subheadings;37;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 60 00;– Refills for ballpoint pens, comprising the ball point and ink-reservoir;27;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 91 00;– – Pen nibs and nib points;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9608 99 00;– – Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609;Pencils (other than pencils of heading 9608 ), crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' chalks:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 10;– Pencils and crayons, with leads encased in a sheath:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 10 10;– – With ‘leads’ of graphite;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 10 90;– – Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 20 00;– Pencil leads, black or coloured;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 90;– Other:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 90 10;– – Pastels and drawing charcoals;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9609 90 90;– – Other;17;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9610 00 00;Slates and boards, with writing or drawing surfaces, whether or not framed;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9611 00 00;"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing sticks";27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612;"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether or not on spools or in cartridges; ink-pads, whether or not inked, with or without boxes:";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612 10;– Ribbons:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612 10 10;– – Of plastics;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612 10 20;– – Of man-made fibres, measuring less than 30 mm in width, permanently put in plastic or metal cartridges of a kind used in automatic typewriters, automatic data-processing equipment and other machines;Free;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612 10 80;– – Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9612 20 00;– Ink-pads;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9613;Cigarette lighters and other lighters, whether or not mechanical or electrical, and parts thereof other than flints and wicks:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9613 10 00;– Pocket lighters, gas fuelled, non-refillable;27;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9613 20 00;– Pocket lighters, gas fuelled, refillable;27;p/st;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9613 80 00;– Other lighters;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9613 90 00;– Parts;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9614 00;Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9614 00 10;– Roughly shaped blocks of wood or root, for the manufacture of pipes;Free;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9614 00 90;– Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9615;"Combs, hair-slides and the like; hairpins, curling pins, curling grips, hair-curlers and the like, other than those of heading 8516 , and parts thereof:";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9615 11 00;– – Of hard rubber or plastics;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9615 19 00;– – Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9615 90 00;– Other;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9616;"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder-puffs and pads for the application of cosmetics or toilet preparations:";;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9616 10;– Scent sprays and similar toilet sprays, and mounts and heads therefor:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9616 10 10;– – Toilet sprays;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9616 10 90;– – Mounts and heads;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9616 20 00;– Powder-puffs and pads for the application of cosmetics or toilet preparations;27;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9617 00 00;"Vacuum flasks and other vacuum vessels, complete; parts thereof other than glass inners";67;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9618 00 00;"Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing";17;—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9619 00;Sanitary towels (pads) and tampons, napkins (diapers), napkin liners and similar articles, of any material:;;;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9619 00 30;– Of wadding of textile materials;(1);—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
9619 00 40;– – Sanitary towels (pads), tampons and similar articles;(2);—;;;;;96;XX;MISCELLANEOUS MANUFACTURED ARTICLES;MISCELLANEOUS MANUFACTURED ARTICLES
